fpt_list
20
12
21
13
21
10
20
13
22
22
19
13
12
13
11
15
15
21
22
21
21
22
12
21
22
20
13
11
21
12
21
21
14
21
12
11
21
12
19
12
11
14
12
12
11
14
14
13
14
21
11
11
22
12
22
21
12
22
22
22
21
13
12
13
11
21
14
21
14
21
13
22
12
12
21
12
15
21
22
22
14
22
21
20
13
21
20
20
21
22
21
22
12
22
23
22
21
21
22
12
12
21
12
13
14
12
15
21
20
22
12
21
11
12
12
12
21
20
21
15
13
22
13
11
21
12
21
12
12
12
22
11
19
21
12
14
22
11
21
21
22
21
14
12
13
12
21
20
13
12
21
21
21
22
22
21
12
19
13
19
13
21
13
12
21
22
21
15
21
22
12
12
22
21
22
21
14
22
14
21
13
14
22
11
21
12
21
21
21
21
12
21
12
22
22
21
22
21
13
12
22
21
22
22
20
21
12
22
21
22
15
14
22
12
22
14
22
12
12
15
11
14
21
13
22
11
11
12
21
14
21
11
21
12
13
14
21
11
23
15
13
15
12
21
14
11
21
12
21
22
21
12
21
13
21
10
12
21
21
22
22
21
12
22
13
21
11
11
12
21
21
21
21
12
21
21
13
13
12
12
14
11
12
21
12
13
22
11
13
20
11
22
12
21
12
20
12
12
13
22
21
22
12
22
21
12
21
21
13
13
21
22
21
10
12
20
20
22
12
18
20
21
13
15
22
14
20
21
10
11
14
20
13
20
15
13
21
21
13
14
12
12
15
13
21
12
14
15
15
21
21
21
12
21
22
21
22
21
21
21
15
15
12
21
21
12
22
12
20
12
13
13
12
22
21
19
21
21
22
14
14
21
20
13
11
21
12
12
12
11
21
11
19
22
12
22
22
20
13
15
