fpt_list
25
11
27
12
28
15
14
15
15
27
12
12
11
17
11
28
12
27
15
20
13
21
26
12
12
12
28
14
28
13
28
15
12
25
11
11
13
11
13
14
16
14
28
12
26
27
27
28
12
28
27
13
17
13
29
28
13
28
12
27
26
27
13
20
14
27
14
28
19
26
15
27
15
27
27
12
15
26
16
13
13
20
17
27
14
27
16
27
27
15
27
27
26
16
19
14
20
11
27
27
11
13
19
20
11
11
12
27
27
28
27
20
13
27
28
29
20
27
27
11
12
16
28
13
15
27
21
19
27
13
27
11
27
27
11
16
27
11
12
14
19
18
21
14
28
11
28
27
12
11
12
27
14
14
28
14
16
11
13
28
13
26
14
12
28
13
26
20
15
14
11
11
13
28
11
28
19
27
11
27
27
15
11
14
17
21
27
14
29
27
27
14
27
13
27
13
27
27
18
11
12
27
18
11
13
13
27
27
12
12
12
16
28
12
11
11
28
13
27
12
14
26
21
13
28
27
11
28
13
27
14
11
12
13
27
27
26
12
12
12
27
26
12
11
28
27
27
10
21
27
12
26
12
20
12
11
13
13
12
16
27
11
11
27
27
12
12
27
27
27
13
27
29
16
28
28
12
27
10
19
27
11
13
13
28
27
27
11
27
28
25
13
12
14
11
27
16
28
14
29
27
27
13
11
17
14
13
27
15
26
12
14
28
11
29
14
27
11
26
27
27
27
27
27
28
13
27
26
14
12
13
28
15
28
28
13
14
12
13
12
27
12
27
27
13
19
17
20
27
29
12
14
12
11
27
12
20
27
12
19
15
20
14
12
24
14
15
11
13
12
26
14
28
28
27
27
27
28
11
13
13
13
14
10
13
15
13
12
10
12
15
11
16
27
12
27
27
11
28
12
