fpt_list
14
14
13
13
14
9
12
13
13
15
11
13
11
14
13
13
14
13
10
13
12
12
14
15
13
13
14
10
11
13
14
14
11
14
10
14
14
13
13
14
14
13
14
14
12
14
12
15
14
14
11
13
13
11
14
15
13
12
15
14
12
13
14
12
13
14
13
12
14
13
11
13
11
14
11
12
13
11
14
12
12
12
13
12
12
14
12
14
14
14
14
14
14
14
13
11
13
13
15
13
10
14
11
13
14
11
11
11
14
14
13
10
14
14
12
12
15
13
14
14
15
13
11
12
12
13
13
15
12
12
13
14
14
15
12
14
14
10
14
12
13
15
13
11
14
13
14
12
13
11
14
12
15
13
12
12
13
11
14
13
13
12
13
13
13
19
13
13
11
11
11
13
14
14
12
14
14
13
13
13
13
14
13
14
12
13
11
13
13
11
10
12
14
12
11
15
14
13
15
12
13
19
11
14
14
13
14
18
14
13
13
14
13
11
13
12
10
11
13
13
10
13
14
14
14
12
11
15
14
14
14
11
14
14
13
14
9
13
15
13
13
14
13
14
15
14
10
14
14
15
14
14
12
14
13
13
10
10
13
15
14
14
13
10
12
13
12
15
14
14
14
10
13
13
14
13
12
13
12
12
11
15
13
14
13
15
13
10
14
14
13
13
13
10
14
13
12
14
13
17
19
12
15
14
14
14
12
14
13
13
15
17
14
14
11
14
14
14
14
13
14
14
11
14
13
12
14
14
14
14
15
13
13
15
14
13
14
14
14
11
12
15
10
15
11
13
14
13
15
13
12
12
11
14
14
14
14
13
13
15
15
14
10
14
12
14
12
13
13
12
13
15
12
11
12
14
15
12
12
13
11
14
12
13
10
14
14
11
12
14
13
10
14
14
13
13
13
11
14
14
