fpt_list
23
12
24
12
11
11
12
12
14
23
13
12
13
22
12
12
11
24
20
23
13
23
12
23
23
12
23
12
15
24
24
23
14
12
23
14
11
12
12
13
17
13
23
12
15
23
14
14
24
24
23
14
12
12
24
25
15
23
15
23
13
11
23
13
23
17
13
13
12
16
15
23
12
12
23
11
14
15
23
13
24
23
13
23
12
23
14
11
23
24
12
23
13
13
23
12
23
13
23
12
10
25
11
22
13
11
24
12
14
22
13
12
12
13
22
24
24
23
11
12
23
14
10
11
24
11
23
22
23
12
13
24
13
24
14
12
12
11
23
23
25
12
13
24
24
13
24
16
12
23
13
23
24
23
12
12
22
23
14
23
23
17
13
11
23
23
23
23
23
14
13
11
14
24
11
24
12
14
24
23
17
24
24
11
22
13
23
24
14
24
23
16
24
24
25
22
12
13
14
14
22
14
23
23
14
24
24
25
12
14
24
22
15
13
24
13
23
12
13
24
13
15
24
13
24
14
11
23
21
23
24
11
12
17
22
23
23
16
22
10
13
23
13
14
12
24
22
15
21
23
13
23
15
24
22
14
11
12
13
23
23
13
12
24
15
23
22
20
24
24
23
23
23
15
22
23
24
23
13
11
24
11
13
24
20
25
23
12
22
23
12
24
11
11
20
23
16
13
11
23
16
23
24
13
24
24
22
12
11
12
11
13
23
12
23
14
22
12
24
13
15
15
23
23
23
13
25
23
13
23
12
24
16
22
24
23
23
23
15
22
12
23
12
22
13
13
14
17
14
24
11
22
13
11
24
23
23
13
24
22
14
16
11
13
16
23
22
12
23
23
12
11
12
23
23
23
11
24
12
12
23
15
24
11
12
24
24
13
12
12
23
14
12
23
13
22
13
23
22
12
