fpt_list
13
12
11
13
12
11
12
13
16
13
12
12
15
11
12
11
10
15
11
13
17
10
13
13
13
12
13
10
15
12
12
13
13
12
10
11
11
13
13
9
13
12
15
11
13
16
9
13
13
13
16
11
13
12
13
10
15
13
10
9
11
11
13
10
11
13
10
13
13
13
13
10
9
13
15
11
13
12
13
16
10
13
12
12
10
13
13
12
13
13
13
13
13
12
10
15
13
13
16
12
11
17
12
13
15
13
13
10
15
13
15
12
13
13
10
13
12
17
12
13
12
12
13
10
17
15
10
16
9
11
11
12
15
16
12
17
11
13
13
11
10
12
12
12
13
10
11
10
10
12
10
13
12
15
13
9
11
18
11
13
15
10
10
12
12
13
13
12
12
17
13
10
13
12
13
13
13
12
13
13
17
10
12
10
13
12
11
17
12
17
13
13
13
11
13
15
10
13
11
13
15
11
13
13
16
12
16
17
16
11
10
12
11
11
15
10
13
12
12
12
9
13
15
12
15
13
13
16
13
13
11
13
13
16
17
12
9
11
17
12
13
16
11
13
13
12
15
9
12
12
12
16
16
15
10
10
9
11
13
15
17
11
11
13
12
9
13
15
13
16
18
16
13
12
13
15
12
13
9
11
12
9
9
13
12
17
11
13
13
13
11
13
13
13
13
13
13
13
10
11
13
16
13
12
9
16
13
13
9
13
17
12
13
12
16
11
13
13
13
13
12
13
10
11
16
12
13
15
10
10
10
17
13
12
10
16
12
16
13
13
13
9
12
10
12
11
11
14
10
15
13
12
11
11
13
15
13
16
17
13
13
10
17
10
17
9
11
11
15
15
15
15
13
16
12
13
9
13
10
13
13
11
13
13
12
13
16
11
11
16
13
13
15
16
11
11
9
11
12
13
