fpt_list
18
18
19
20
11
12
13
19
20
13
12
19
19
11
19
20
19
13
19
19
12
19
19
19
19
18
19
12
20
19
19
13
19
19
19
10
18
12
19
13
19
13
12
13
19
19
20
19
19
19
19
13
21
11
20
19
20
12
20
19
19
20
19
12
19
19
11
11
13
13
19
20
18
10
18
20
13
21
19
11
19
19
19
19
13
11
16
20
13
19
19
13
18
18
20
11
20
19
20
13
19
20
11
20
12
13
19
11
19
19
19
16
19
19
12
13
13
19
20
20
19
13
18
20
11
12
12
18
12
12
19
13
19
19
12
18
20
12
12
19
19
19
19
19
20
19
12
19
19
19
19
19
12
12
19
12
19
20
12
19
19
13
10
12
13
19
12
19
12
11
13
19
20
21
19
19
20
19
19
20
12
19
13
12
12
20
19
17
21
20
18
20
19
12
20
13
19
12
18
12
18
20
19
12
18
13
19
19
11
13
19
19
13
10
20
19
13
11
18
18
19
13
19
19
20
11
12
19
18
13
12
11
11
19
17
19
18
12
18
12
20
20
12
19
20
19
12
12
11
19
20
17
13
12
19
11
12
18
19
20
20
19
11
17
13
17
20
20
20
20
19
20
20
19
20
19
19
12
20
19
13
18
12
13
19
19
12
12
19
18
12
18
12
19
12
13
12
19
13
21
20
19
19
12
12
13
13
17
13
13
18
12
19
19
17
19
18
19
19
20
12
13
17
18
19
12
19
16
12
13
19
18
19
13
13
13
19
20
18
11
19
19
12
13
19
18
19
19
20
21
12
13
19
11
19
11
11
19
19
18
12
11
12
12
18
19
20
19
12
13
12
20
11
20
19
11
17
12
11
12
19
12
19
12
18
19
20
19
13
20
18
13
19
18
18
19
18
18
19
12
