train_loss,test_loss,train_ssim,test_ssim
7.03933732509613,20.48350478808085,0.046279823617078365,0.010574730687464277
2.383725720643997,3.3286144653956096,0.0793405327014625,0.027203704540928204
0.9283703088760376,0.9321083545684814,0.09027991369366646,0.11242171960572402
0.6735117077827454,0.6634842455387115,0.12507273256778717,0.09292997208734353
0.6367122113704682,0.6139954547087352,0.11330095380544662,0.1303203757852316
0.6057406663894653,0.601672085126241,0.1501418501138687,0.14258977621793748
0.5939674496650695,0.5909696350495021,0.14866348206996918,0.14432547092437745
0.5846082031726837,0.5828657070795695,0.15829777717590332,0.15921410744388897
0.5764312624931336,0.5748004416624705,0.16768346577882767,0.1638545642296473
0.5681464195251464,0.5671749114990234,0.17330955117940902,0.1734505032499631
0.5589834928512574,0.5578164358933767,0.18389810174703597,0.18171178922057152
0.5488494515419007,0.5482447057962417,0.19301388263702393,0.19163731982310614
0.5380558371543884,0.5398808469374975,0.20314847975969313,0.20069390709201496
0.5263402760028839,0.5316652496655782,0.2126515567302704,0.21138792683680852
0.5147012293338775,0.5294358869393666,0.22291312962770463,0.22033545325199763
0.5050786375999451,0.5181515534718831,0.2344083771109581,0.22737562557061514
0.49726240932941435,0.505963759124279,0.23989738672971725,0.23601018612583477
0.49061948955059054,0.5011003961165746,0.2455163776874542,0.24022072652975718
0.48466836512088773,0.4906470755736033,0.2526350855827332,0.24414507548014322
0.4795520842075348,0.48458322832981743,0.25640758126974106,0.24957304820418358
0.47405887544155123,0.48099460552136103,0.26174930334091184,0.2552623135348161
0.4691917359828949,0.4776972860097885,0.26703777015209196,0.25900083084901177
0.46428537666797637,0.47265553921461106,0.27142884731292727,0.2619475858906905
0.45910205245018004,0.46656034390131634,0.2765799850225449,0.26676977599660556
0.45344710946083067,0.46247883290052416,0.28241550028324125,0.2724178773661455
0.44886391162872313,0.4589102064569791,0.2864764451980591,0.2767937138676643
0.44345465004444123,0.4542638709147771,0.2932037740945816,0.28324573338031767
0.43887045085430143,0.45039744128783543,0.2968800336122513,0.2861540784438451
0.4343488484621048,0.44594886600971223,0.30244281589984895,0.2903107722600301
0.43043631315231323,0.44292520383993783,0.3065138548612595,0.29183079799016315
0.4265887916088104,0.44038720478614174,0.310479062795639,0.29458790719509126
0.4223748356103897,0.4372311900059382,0.31510451436042786,0.2995320424437523
0.41889327168464663,0.43512427508831025,0.32065107226371764,0.3011528487006823
0.4162594437599182,0.4318994974096616,0.3219353944063187,0.3029866352677345
0.41278635561466215,0.4319683571656545,0.32489330172538755,0.3068366552392642
0.4094057440757751,0.42820916374524437,0.32898062467575073,0.31193827440341315
0.40622374415397644,0.4280886083841324,0.3333455979824066,0.30736761589845024
0.40412733554840086,0.4235290467739105,0.33516979217529297,0.31855468501647316
0.40080858767032623,0.4228296046455701,0.33874915838241576,0.3178565924366315
0.3985076904296875,0.42047498176495235,0.341460782289505,0.3221447120110194
0.3963781714439392,0.41878971954186756,0.3434608668088913,0.32125302652517956
0.3932527363300323,0.4190819640954336,0.3469483345746994,0.3275399143497149
0.39077469408512117,0.4142902021606763,0.3502129763364792,0.32816431671380997
0.38855862319469453,0.4170031910141309,0.3524636149406433,0.32882924129565555
0.38607957363128664,0.41201027234395343,0.35426104366779326,0.32737652758757274
0.38442613184452057,0.4121552164355914,0.35573002994060515,0.3290058637658755
0.38136301934719086,0.41201265851656593,0.3585386425256729,0.33729427109162013
0.37895600497722626,0.40746258397897084,0.3622833162546158,0.3359298124909401
0.37730956375598906,0.4064562976360321,0.3643506944179535,0.3395396858453751
0.373855984210968,0.40479886333147685,0.36884534955024717,0.3422168105840683
0.37159341275691987,0.40348012894392016,0.3723349541425705,0.34286163101593653
0.3691947400569916,0.40239482124646503,0.3751424431800842,0.3458206663529078
0.36685305535793306,0.4000131443142891,0.3766776442527771,0.3425746033589045
0.36589779853820803,0.4006326173742612,0.3773051142692566,0.3464114556709925
0.3632278025150299,0.3979945843418439,0.380433714389801,0.34391458332538605
0.36124118566513064,0.3983017514149348,0.38304851949214935,0.3450371876358986
0.35913561582565307,0.3964246690273285,0.3857341051101685,0.35016936212778094
0.3574154317378998,0.3975025787949562,0.3875855356454849,0.3476781830191612
0.3554224222898483,0.3941607584555944,0.389168456196785,0.3531429529190063
0.3539064198732376,0.39266931960980095,0.3892608731985092,0.35184496094783146
0.35067738592624664,0.39109691182772316,0.3959498226642609,0.35680950184663135
0.34948313534259795,0.391222320497036,0.3959951728582382,0.35724333077669146
0.3464959472417831,0.38914661953846613,0.39940409958362577,0.35572085132201514
0.34586351215839384,0.3906448652346929,0.40003456473350524,0.36052261541287106
0.34420769214630126,0.39084794372320175,0.40136067271232606,0.3528149406115214
0.34142791032791137,0.386905142168204,0.40576204657554626,0.3628494863708814
0.34068423211574556,0.3886723071336746,0.40548837184906006,0.3633007874091466
0.3380492478609085,0.38773189634084704,0.4085490763187408,0.3616708224018415
0.33567134141921995,0.39032613933086396,0.412232306599617,0.3584777176380157
0.33488397896289823,0.38593614399433135,0.4130022913217545,0.3640568325916926
